top - 13:52:20 up 45 days, 21:51,  2 users,  load average: 0.26, 0.27, 0.27
Tasks: 779 total,   1 running, 674 sleeping,   1 stopped,   1 zombie
%Cpu(s):  2.4 us,  0.7 sy,  0.0 ni, 96.7 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st
KiB Mem : 32705352 total,  9926436 free, 17225348 used,  5553568 buff/cache
KiB Swap:  2097148 total,  1368572 free,   728576 used. 13096016 avail Mem 

  PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
 3777 zhoulin   20   0  376060   6576   5408 S   0.0  0.0   0:14.01 gvfsd-dnssd
 3798 hutianyu  20   0 16.393g  28468  20872 S   0.0  0.1   1:51.58 code
 3799 hutianyu  20   0 16.521g  32100  20204 S   0.0  0.1   2:06.53 code
 4154 root      20   0  102876   8428   6656 S   0.0  0.0   0:00.10 cupsd
 4155 root      20   0  303540  10684   9248 S   0.0  0.0   0:00.02 cups-browsed
 4270 root      20   0       0      0      0 I   0.0  0.0   0:00.01 kworker/u32:0-e
 4526 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/u32:1-f
 4729 root      20   0   45708   2452   2052 S   0.0  0.0   0:00.00 dbus-launch
 4730 root      20   0   49796   2652   2232 S   0.0  0.0   0:00.00 dbus-daemon
 5119 hutianyu  20   0 20.694g 188764 121472 S   0.0  0.6   2:22.48 code
 5123 hutianyu  20   0 16.331g  41284  33980 S   0.0  0.1   0:00.01 code
 5124 hutianyu  20   0 16.331g  40684  33392 S   0.0  0.1   0:00.00 code
 5126 hutianyu  20   0 16.331g   9832   2528 S   0.0  0.0   0:00.00 code
 5136 zhoulin   20   0  799088  17212  10936 S   0.0  0.1   0:00.19 deja-dup-monito
 5144 hutianyu  20   0 16.031g   1872   1724 S   0.0  0.0   0:00.02 chrome_crashpad
 5205 hutianyu  20   0 16.401g  57640  48968 S   0.0  0.2   0:21.27 code
 5403 hutianyu  20   0 28.510g 133956  88420 S   0.0  0.4   2:51.04 code
 5434 hutianyu  20   0 20.456g  84972  56088 S   0.0  0.3   6:15.80 code
 5507 wqf       20   0 34.545g 255392 132336 S   0.0  0.8   4:15.90 code
 5585 root      20   0       0      0      0 I   0.0  0.0   0:00.58 kworker/11:0-ev
 5586 root      20   0       0      0      0 I   0.0  0.0   0:00.61 kworker/14:2-mm
 5611 wqf       20   0 20.414g 131040  58836 S   0.0  0.4   0:08.69 code
 5612 wqf       20   0 20.416g  70864  53640 S   0.0  0.2   0:01.82 code
 5779 wqf       20   0 2481400 226264  15692 S   0.0  0.7   0:51.28 gopls
 5897 wqf       20   0   10552   7040    932 S   0.0  0.0   0:00.00 Postman
 5899 wqf       20   0    4632    716    648 S   0.0  0.0   0:00.00 sh
 5900 wqf       20   0 4986688 146776  36928 S   0.0  0.4 200:01.37 postman
 5902 wqf       20   0  389780  18668  10904 S   0.0  0.1   0:00.00 postman
 5903 wqf       20   0  389780  18728  10964 S   0.0  0.1   0:00.00 postman
 5932 wqf       20   0 2424604 1.441g 750044 S   0.0  4.6 136:42.38 postman
 5980 wqf       20   0  477700  24648  13680 S   0.0  0.1   1:51.74 postman
 5998 wqf       20   0 4780140  51200  29916 S   0.0  0.2  10:13.97 postman
 6066 hutianyu  20   0   38716   3936   3688 S   0.0  0.0   0:01.52 vncconfig
 6067 hutianyu  20   0  562436  11352   9980 S   0.0  0.0   0:03.65 gnome-session-b
 6072 hutianyu  20   0   45708      0      0 S   0.0  0.0   0:00.00 dbus-launch
 6073 hutianyu  20   0   51164   4668   3076 S   0.0  0.0   0:39.39 dbus-daemon
 6112 hutianyu  20   0  349424   5140   4840 S   0.0  0.0   0:00.00 at-spi-bus-laun
 6117 hutianyu  20   0   52524   6216   3380 S   0.0  0.0   4:04.24 dbus-daemon
 6119 hutianyu  20   0  220864   5568   5132 S   0.0  0.0   2:18.12 at-spi2-registr
 6123 hutianyu  20   0  286740   5452   4776 S   0.0  0.0   0:00.25 gvfsd
 6130 hutianyu  20   0  416112   4924   4612 S   0.0  0.0   0:00.00 gvfsd-fuse
 6162 hutianyu  20   0  577952   5880   4788 S   0.0  0.0   0:33.67 gnome-keyring-d
 6213 hutianyu  20   0 3091100   9596   8372 S   0.0  0.0   6682:51 pulseaudio
 6239 hutianyu  20   0  429852   6452   5172 S   0.0  0.0   0:00.49 ibus-daemon
 6243 hutianyu  20   0  275388   4744   4744 S   0.0  0.0   0:00.00 ibus-dconf
 6245 hutianyu  20   0  349412  14876  14316 S   0.0  0.0   0:01.48 ibus-x11
 6247 hutianyu  20   0  282040  15712   4864 S   0.0  0.0   0:14.94 ibus-portal
 6259 hutianyu  20   0  266200   3828   3828 S   0.0  0.0   0:00.00 xdg-permission-
 6266 hutianyu  20   0  690052   7756   7756 S   0.0  0.0   0:00.02 gnome-shell-cal
 6271 hutianyu  20   0 1366956  12624  11300 S   0.0  0.0   0:00.43 evolution-sourc
 6279 hutianyu  20   0  785736  10996  10804 S   0.0  0.0   0:00.14 goa-daemon
 6286 hutianyu  20   0  298000   4408   4340 S   0.0  0.0  12:08.28 goa-identity-se
 6292 root      20   0       0      0      0 I   0.0  0.0   0:00.55 kworker/10:2-ev
 6308 hutianyu  20   0  301568   7004   5300 S   0.0  0.0   1:28.14 gvfs-udisks2-vo
 6313 hutianyu  20   0  268684   4540   4260 S   0.0  0.0   0:00.03 gvfs-goa-volume
 6318 hutianyu  20   0  270508   4780   4388 S   0.0  0.0   0:00.04 gvfs-mtp-volume
 6323 hutianyu  20   0  283428   5212   4808 S   0.0  0.0   0:00.03 gvfs-gphoto2-vo
 6328 hutianyu  20   0  373468   4868   4540 S   0.0  0.0   0:00.04 gvfs-afc-volume
 6337 hutianyu  20   0  514140  16116  14788 S   0.0  0.0   0:11.18 gsd-power
 6338 hutianyu  20   0  343972   5668   5208 S   0.0  0.0   0:00.48 gsd-print-notif
 6339 hutianyu  20   0  417852   4664   4312 S   0.0  0.0   0:00.15 gsd-rfkill
 6342 hutianyu  20   0  270372   3780   3596 S   0.0  0.0   0:00.04 gsd-screensaver
 6343 hutianyu  20   0  447608   5744   4904 S   0.0  0.0   0:00.26 gsd-sharing
 6348 hutianyu  20   0  372832   4544   4376 S   0.0  0.0   0:00.04 gsd-smartcard
 6352 hutianyu  20   0  329740   5324   5072 S   0.0  0.0   0:00.03 gsd-sound
 6354 hutianyu  20   0  500176  17612  15016 S   0.0  0.1   0:02.26 gsd-xsettings
 6361 hutianyu  20   0  507444  16744  14268 S   0.0  0.1   0:01.62 gsd-wacom
 6366 hutianyu  20   0  349012  16216  13928 S   0.0  0.0   0:01.69 gsd-clipboard
 6372 hutianyu  20   0  272920   4428   4156 S   0.0  0.0   0:00.04 gsd-a11y-settin
 6374 hutianyu  20   0  464512   9112   8900 S   0.0  0.0   0:00.04 gsd-datetime
 6375 hutianyu  20   0  677016  29176  14712 S   0.0  0.1 155:22.96 gsd-color
 6380 hutianyu  20   0  503572  15552  14084 S   0.0  0.0   0:01.88 gsd-keyboard
 6381 hutianyu  20   0  359440   6116   5412 S   0.0  0.0   3:20.12 gsd-housekeepin
 6385 hutianyu  20   0  272924   4680   4384 S   0.0  0.0   0:00.04 gsd-mouse
 6386 hutianyu  20   0  939424  18596  16140 S   0.0  0.1   0:05.74 gsd-media-keys
 6403 hutianyu  20   0  188232   4840   4116 S   0.0  0.0   0:01.04 dconf-service
 6439 hutianyu  20   0  503416   7776   7776 S   0.0  0.0   0:00.00 gsd-printer
 6456 hutianyu  20   0  810216 261220  22620 S   0.0  0.8  26:42.21 orca
 6458 hutianyu  20   0  271932   5300   4404 S   0.0  0.0   0:02.29 gsd-disk-utilit
 6459 hutianyu  20   0  367968   5316   4728 S   0.0  0.0   0:00.19 indicator-messa
 6462 hutianyu  20   0  391292   8068   7900 S   0.0  0.0   0:06.80 indicator-appli
 6511 hutianyu  20   0  887412  13204  11912 S   0.0  0.0   0:00.14 evolution-calen
 6520 hutianyu  20   0 1131208  47528   8044 S   0.0  0.1   0:00.28 evolution-calen
 6523 hutianyu  20   0  199524   5476   4860 S   0.0  0.0   0:00.09 ibus-engine-sim
 6539 hutianyu  20   0  727488  11612   8232 S   0.0  0.0   0:00.01 evolution-addre
 6550 hutianyu  20   0 1014260  13728   8004 S   0.0  0.0   0:00.22 evolution-addre
 6559 hutianyu  20   0  987936   6124   4028 S   0.0  0.0  20:47.32 sd_espeak-ng
 6569 hutianyu  20   0  423452   3328   2700 S   0.0  0.0   7:12.42 sd_dummy
 6572 hutianyu  20   0  423472   3484   2844 S   0.0  0.0   7:10.53 sd_generic
 6575 hutianyu  20   0  171048   3036   2584 S   0.0  0.0   0:05.49 speech-dispatch
 6602 hutianyu  20   0  354284   7844   6536 S   0.0  0.0   0:00.00 gvfsd-http
 6803 wqf       20   0 20.400g  49368  33056 S   0.0  0.2   1:07.77 code
 6996 root      20   0       0      0      0 I   0.0  0.0   0:01.04 kworker/7:1-eve
 7014 hutianyu  20   0 16.331g  23320  16020 S   0.0  0.1   0:00.00 code
 7015 hutianyu  20   0 16.331g  23640  16332 S   0.0  0.1   0:00.00 code
 7017 hutianyu  20   0 16.331g  10488   3172 S   0.0  0.0   0:00.00 code
 7030 user      20   0  799084  17128  10828 S   0.0  0.1   0:00.14 deja-dup-monito
 7039 hutianyu  20   0 16.124g   5568   4284 S   0.0  0.0   0:00.47 chrome_crashpad
 7101 hutianyu  20   0 16.401g  38032  29008 S   0.0  0.1   2:22.38 code
 7151 hutianyu  20   0 38.587g 339820 127380 S   0.0  1.0  23:16.17 code
 7183 zhoulin   20   0  373076   8604   5844 S   0.0  0.0   0:00.94 gvfsd-recent
 7216 hutianyu  20   0 16.627g 147924 112644 S   0.0  0.5   8:01.09 code
 7268 hutianyu  20   0 20.414g 156260  36280 S   0.0  0.5  10:16.01 code
 7445 hutianyu  20   0 1653836  12688  10240 S   0.0  0.0   0:58.63 zeitgeist-datah
 7453 hutianyu  20   0    4632    736    672 S   0.0  0.0   0:00.00 sh
 7460 hutianyu  20   0  354488   7652   6280 S   0.0  0.0   0:15.80 zeitgeist-daemo
 7640 root      20   0       0      0      0 I   0.0  0.0   0:00.49 kworker/12:2-mm
 7650 root      20   0       0      0      0 I   0.0  0.0   0:01.23 kworker/3:1-mm_
 8387 hutianyu  20   0  454784   7708   4988 S   0.0  0.0   0:18.50 gvfsd-trash
 8482 hutianyu  20   0 1468492 306228  38956 S   0.0  0.9  12:16.12 gnome-software
 8485 hutianyu  20   0  673684 122324  15604 S   0.0  0.4   4:29.02 update-notifier
 8499 hutianyu  20   0  298132   6320   5584 S   0.0  0.0   0:00.21 glib-pacrunner
 8507 hutianyu  20   0 2656136  78848  21544 S   0.0  0.2   0:09.47 Xtigervnc
 8547 hutianyu  20   0  553984  11936   9256 S   0.0  0.0   0:03.60 gnome-session-b
 8550 hutianyu  20   0   45708    348      0 S   0.0  0.0   0:00.00 dbus-launch
 8553 hutianyu  20   0   50840   4372   2972 S   0.0  0.0   0:02.30 dbus-daemon
 8592 hutianyu  20   0  349424   5496   4884 S   0.0  0.0   0:00.00 at-spi-bus-laun
 8597 hutianyu  20   0   50056   3348   2876 S   0.0  0.0   0:00.31 dbus-daemon
 8599 hutianyu  20   0  220744   5980   5236 S   0.0  0.0   0:00.05 at-spi2-registr
 8603 hutianyu  20   0  286608   5652   4820 S   0.0  0.0   0:00.01 gvfsd
 8641 hutianyu  20   0 6963080 283484  52832 S   0.0  0.9  39:06.54 gnome-shell
 8705 hutianyu  20   0  356128   6500   5096 S   0.0  0.0   0:00.01 ibus-daemon
 8709 hutianyu  20   0  275388   5460   4836 S   0.0  0.0   0:00.00 ibus-dconf
 8711 hutianyu  20   0  338636  18856  14268 S   0.0  0.1   0:00.04 ibus-x11
 8713 hutianyu  20   0  273196   4700   4268 S   0.0  0.0   0:00.02 ibus-portal
 8725 hutianyu  20   0  266196   4488   3984 S   0.0  0.0   0:00.00 xdg-permission-
 8735 hutianyu  20   0  690056  11084   7856 S   0.0  0.0   0:00.02 gnome-shell-cal
 8740 hutianyu  20   0 1366956  16160  11348 S   0.0  0.0   0:00.47 evolution-sourc
 8749 hutianyu  20   0  785736  16612  10612 S   0.0  0.1   0:00.14 goa-daemon
 8758 hutianyu  20   0  298000   5296   4216 S   0.0  0.0  11:32.13 goa-identity-se
 8778 hutianyu  20   0  301456   7304   5264 S   0.0  0.0   1:28.58 gvfs-udisks2-vo
 8783 hutianyu  20   0  268684   4824   4248 S   0.0  0.0   0:00.00 gvfs-goa-volume
 8788 hutianyu  20   0  270508   4000   3536 S   0.0  0.0   0:00.00 gvfs-mtp-volume
 8793 hutianyu  20   0  283300   4564   3980 S   0.0  0.0   0:00.00 gvfs-gphoto2-vo
 8798 hutianyu  20   0  373468   5444   4568 S   0.0  0.0   0:00.01 gvfs-afc-volume
 8808 hutianyu  20   0  511824  19560  14540 S   0.0  0.1   0:09.68 gsd-power
 8809 hutianyu  20   0  343968   6772   5424 S   0.0  0.0   0:00.42 gsd-print-notif
 8811 hutianyu  20   0  417980   5040   4348 S   0.0  0.0   0:00.11 gsd-rfkill
 8813 hutianyu  20   0  270372   4088   3628 S   0.0  0.0   0:00.00 gsd-screensaver
 8814 hutianyu  20   0  447616   5924   4396 S   0.0  0.0   0:00.22 gsd-sharing
 8818 hutianyu  20   0  372836   4964   4168 S   0.0  0.0   0:00.00 gsd-smartcard
 8822 hutianyu  20   0  329740   6068   5100 S   0.0  0.0   0:00.00 gsd-sound
 8825 hutianyu  20   0  489440  20096  14916 S   0.0  0.1   0:00.19 gsd-xsettings
 8833 hutianyu  20   0  422940  19080  14300 S   0.0  0.1   0:00.05 gsd-wacom
 8841 hutianyu  20   0  338244  18448  13868 S   0.0  0.1   0:00.05 gsd-clipboard
 8844 hutianyu  20   0  272920   4720   4156 S   0.0  0.0   0:00.00 gsd-a11y-settin
 8846 hutianyu  20   0  464512  10848   8976 S   0.0  0.0   0:00.01 gsd-datetime
 8847 hutianyu  20   0  592544  30872  14500 S   0.0  0.1 163:33.57 gsd-color
 8849 hutianyu  20   0  501248  19032  14300 S   0.0  0.1   0:00.19 gsd-keyboard
 8851 hutianyu  20   0  359424   6340   5356 S   0.0  0.0   3:10.64 gsd-housekeepin
 8852 hutianyu  20   0  272924   4700   4140 S   0.0  0.0   0:00.00 gsd-mouse
 8853 hutianyu  20   0  863368  20828  15760 S   0.0  0.1   0:03.85 gsd-media-keys
 8875 hutianyu  20   0  503416   9564   7844 S   0.0  0.0   0:00.00 gsd-printer
 8892 hutianyu  20   0  188036   4972   4212 S   0.0  0.0   0:00.00 dconf-service
 8911 hutianyu  20   0  271932   5824   4492 S   0.0  0.0   0:02.33 gsd-disk-utilit
 8930 hutianyu  20   0  367964   6004   4844 S   0.0  0.0   0:00.19 indicator-messa
 8933 hutianyu  20   0  391292   8888   7568 S   0.0  0.0   0:00.01 indicator-appli
 8962 hutianyu  20   0  887412  52288  11872 S   0.0  0.2   0:00.17 evolution-calen
 8974 hutianyu  20   0 1131216  47588   8136 S   0.0  0.1   0:00.26 evolution-calen
 8977 hutianyu  20   0  199524   5460   4844 S   0.0  0.0   0:00.00 ibus-engine-sim
 8993 hutianyu  20   0  727488  11640   8256 S   0.0  0.0   0:00.02 evolution-addre
 9004 hutianyu  20   0 1014268  13932   8188 S   0.0  0.0   0:00.22 evolution-addre
 9092 root      20   0       0      0      0 I   0.0  0.0   0:00.50 kworker/4:1-mm_
 9358 hutianyu  20   0 20.414g 142480  59840 S   0.0  0.4   1:07.98 code
 9418 hutianyu  20   0 2619640 318892  14184 S   0.0  1.0   6:21.90 gopls
 9453 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/0:3-eve
 9556 root      20   0   46384   4220   3132 S   0.0  0.0   0:04.11 systemd-udevd
 9627 hutianyu  20   0 20.416g  73100  53996 S   0.0  0.2   0:10.64 code
 9657 root      20   0       0      0      0 I   0.0  0.0   0:00.86 kworker/1:2-mem
 9693 hutianyu  20   0   24732   5132   3220 S   0.0  0.0   0:00.11 bash
 9897 wqf       20   0   61508   6020   2860 T   0.0  0.0   0:00.01 vim
 9918 hutianyu  20   0 1653704  12580  10168 S   0.0  0.0   0:56.39 zeitgeist-datah
 9925 hutianyu  20   0    4632    752    688 S   0.0  0.0   0:00.00 sh
 9929 hutianyu  20   0  354324   7192   5912 S   0.0  0.0   0:00.87 zeitgeist-daemo
10045 zhoulin   20   0 2627372  50880   7956 S   0.0  0.2   0:10.18 Xtigervnc
10082 zhoulin   20   0   38600   4156   3764 S   0.0  0.0   0:00.00 vncconfig
10086 zhoulin   20   0   45708   2196   1800 S   0.0  0.0   0:00.00 dbus-launch
10087 zhoulin   20   0   52096   5656   3020 S   0.0  0.0   0:33.23 dbus-daemon
10126 zhoulin   20   0  349420   5572   4852 S   0.0  0.0   0:00.00 at-spi-bus-laun
10131 zhoulin   20   0   49928   3372   2860 S   0.0  0.0   0:00.00 dbus-daemon
10133 zhoulin   20   0  220776   5896   5184 S   0.0  0.0   0:00.04 at-spi2-registr
10137 zhoulin   20   0  286612   5448   4664 S   0.0  0.0   0:00.01 gvfsd
10242 zhoulin   20   0  356108   6364   4952 S   0.0  0.0   0:03.20 ibus-daemon
10246 zhoulin   20   0  275380   5616   4920 S   0.0  0.0   0:00.00 ibus-dconf
10248 zhoulin   20   0  338652  18888  14284 S   0.0  0.1   0:00.46 ibus-x11
10250 zhoulin   20   0  273196   4676   4240 S   0.0  0.0   0:00.03 ibus-portal
10259 zhoulin   20   0  266204   4136   3692 S   0.0  0.0   0:00.00 xdg-permission-
10267 zhoulin   20   0  690044  10724   7668 S   0.0  0.0   0:00.01 gnome-shell-cal
10272 zhoulin   20   0 1366932  16420  11468 S   0.0  0.1   0:00.41 evolution-sourc
10280 zhoulin   20   0  785724  17096  10996 S   0.0  0.1   0:00.14 goa-daemon
10289 zhoulin   20   0  298000   5328   4244 S   0.0  0.0   9:38.78 goa-identity-se
10312 zhoulin   20   0  188020   4836   4140 S   0.0  0.0   0:00.08 dconf-service
10316 zhoulin   20   0  301576   7172   5016 S   0.0  0.0   1:28.75 gvfs-udisks2-vo
10321 zhoulin   20   0  268684   4772   4192 S   0.0  0.0   0:00.00 gvfs-goa-volume
10326 zhoulin   20   0  270508   3888   3424 S   0.0  0.0   0:00.00 gvfs-mtp-volume
10331 zhoulin   20   0  283300   5600   4820 S   0.0  0.0   0:00.00 gvfs-gphoto2-vo
10336 zhoulin   20   0  373468   5556   4676 S   0.0  0.0   0:00.01 gvfs-afc-volume
10348 zhoulin   20   0  503340  20540  14380 S   0.0  0.1   0:04.20 gsd-power
10349 zhoulin   20   0  343968   6480   5140 S   0.0  0.0   0:00.30 gsd-print-notif
10352 zhoulin   20   0  417852   4932   4260 S   0.0  0.0   0:00.11 gsd-rfkill
10354 zhoulin   20   0  270372   4240   3780 S   0.0  0.0   0:00.00 gsd-screensaver
10356 zhoulin   20   0  447604   6188   4472 S   0.0  0.0   0:00.22 gsd-sharing
10358 zhoulin   20   0  372824   5104   4284 S   0.0  0.0   0:00.00 gsd-smartcard
10363 zhoulin   20   0  329760   5528   4528 S   0.0  0.0   0:00.00 gsd-sound
10365 zhoulin   20   0  489972  20716  14972 S   0.0  0.1   0:00.59 gsd-xsettings
10373 zhoulin   20   0  423000  19052  14220 S   0.0  0.1   0:00.50 gsd-wacom
10377 zhoulin   20   0  338260  18532  13936 S   0.0  0.1   0:00.48 gsd-clipboard
10378 zhoulin   20   0  272912   5004   4376 S   0.0  0.0   0:00.00 gsd-a11y-settin
10382 zhoulin   20   0  464504  11316   9324 S   0.0  0.0   0:00.00 gsd-datetime
10383 zhoulin   20   0  518832  31032  14584 S   0.0  0.1 157:22.28 gsd-color
10389 zhoulin   20   0  359204   6004   5136 S   0.0  0.0   3:13.45 gsd-housekeepin
10394 zhoulin   20   0  272916   5028   4376 S   0.0  0.0   0:00.00 gsd-mouse
10397 zhoulin   20   0  814380  19968  14616 S   0.0  0.1   0:04.38 gsd-media-keys
10438 zhoulin   20   0  503416   9380   7652 S   0.0  0.0   0:00.00 gsd-printer
10463 zhoulin   20   0  271932   5840   4500 S   0.0  0.0   0:02.38 gsd-disk-utilit
10465 zhoulin   20   0  367960   5860   4864 S   0.0  0.0   0:00.16 indicator-messa
10467 zhoulin   20   0  391292   8896   7576 S   0.0  0.0   0:00.01 indicator-appli
10541 zhoulin   20   0  887404  52500  12044 S   0.0  0.2   0:00.16 evolution-calen
10549 zhoulin   20   0 1131204  47780   8180 S   0.0  0.1   0:00.27 evolution-calen
10564 zhoulin   20   0  727480  11472   8052 S   0.0  0.0   0:00.02 evolution-addre
10573 zhoulin   20   0 1014260  13968   8056 S   0.0  0.0   0:00.23 evolution-addre
11480 zhoulin   20   0 1654128  13364  10536 S   0.0  0.0   0:56.55 zeitgeist-datah
11487 zhoulin   20   0    4632    736    668 S   0.0  0.0   0:00.00 sh
11494 zhoulin   20   0  354436   7624   6284 S   0.0  0.0   0:00.92 zeitgeist-daemo
11537 hutianyu  20   0  799088  16832  10692 S   0.0  0.1   0:00.14 deja-dup-monito
11545 wqf       20   0  372488   7604   5352 S   0.0  0.0   0:00.09 gvfsd-recent
11546 hutianyu  20   0 1306584 265072  25592 S   0.0  0.8   6:20.80 gnome-software
12100 user      30  10 1090668  98096  27132 S   0.0  0.3   0:04.98 update-manager
12333 zhoulin   20   0 1376236 274972  26604 S   0.0  0.8  15:34.41 gnome-software
12346 hutianyu  20   0  298132   6140   5424 S   0.0  0.0   0:00.00 glib-pacrunner
12583 zhoulin   20   0  199352   5464   4580 S   0.0  0.0   0:00.58 gvfsd-metadata
12693 zhoulin   20   0  591344   7684   6464 S   0.0  0.0   0:00.62 xdg-desktop-por
12698 zhoulin   20   0  563896   4460   3932 S   0.0  0.0   0:00.29 xdg-document-po
12710 zhoulin   20   0  557688  17668  13192 S   0.0  0.1   0:01.13 xdg-desktop-por
12790 wqf       20   0 34.546g 235136  99144 S   0.0  0.7  12:39.85 code
12881 wqf       20   0 20.414g  96140  35748 S   0.0  0.3   4:48.43 code
12882 wqf       20   0 20.416g  50208  33140 S   0.0  0.2   2:49.54 code
12910 wqf       20   0   24536   4668   3100 S   0.0  0.0   0:00.01 bash
13267 hutianyu  20   0  799088  17108  10960 S   0.0  0.1   0:00.14 deja-dup-monito
14053 wqf       20   0 34.511g 148196  70940 S   0.0  0.5   5:33.69 code
14101 wqf       20   0 20.400g  48224  33528 S   0.0  0.1   0:25.61 code
14102 wqf       20   0 20.414g  81296  34688 S   0.0  0.2   2:41.12 code
14535 zhoulin   20   0   11312    240      0 S   0.0  0.0   0:00.21 ssh-agent
15479 hutianyu  20   0  993012  18712   6792 S   0.0  0.1   0:22.91 xdg-desktop-por
15484 hutianyu  20   0  424492   4256   3732 S   0.0  0.0   0:14.40 xdg-document-po
15495 hutianyu  20   0  568540  18996  14368 S   0.0  0.1   0:01.97 xdg-desktop-por
15613 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 xfsalloc
15614 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 xfs_mru_cache
15626 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsIO
15627 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15628 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15629 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15630 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15631 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15632 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15633 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15634 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15635 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15636 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15637 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15638 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15639 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15640 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15641 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15642 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsCommit
15643 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jfsSync
16051 systemd+  20   0   70740   4724   4196 S   0.0  0.0   0:11.67 systemd-resolve
16076 systemd+  20   0  143844   3784   3328 S   0.0  0.0   0:01.04 systemd-timesyn
16118 root      19  -1  152952  39028  37472 S   0.0  0.1   1:10.58 systemd-journal
16282 hutianyu  20   0   11312    244      0 S   0.0  0.0   0:39.92 ssh-agent
16523 root      20   0       0      0      0 I   0.0  0.0   0:00.29 kworker/2:2-mm_
16600 root      20   0       0      0      0 I   0.0  0.0   0:00.38 kworker/9:3-mm_
16601 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/9:4-eve
16667 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/6:1
16884 wqf       20   0  354280   7340   6040 S   0.0  0.0   0:00.00 gvfsd-http
17074 wqf       20   0 34.569g 313512 159028 S   0.0  1.0   5:10.23 code
17179 root      20   0       0      0      0 I   0.0  0.0   0:00.03 kworker/5:1-eve
17215 wqf       20   0 20.414g 136288  59952 S   0.0  0.4   0:25.53 code
17216 wqf       20   0 20.416g  71040  53656 S   0.0  0.2   0:01.25 code
17394 wqf       20   0 2921296 287736  16084 S   0.0  0.9   1:54.15 gopls
17632 wqf       20   0   24760   5500   3540 S   0.0  0.0   0:00.09 bash
17735 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/11:1-ev
17746 root      20   0       0      0      0 I   0.0  0.0   0:00.21 kworker/13:2-ev
17979 root      20   0       0      0      0 I   0.0  0.0   0:00.77 kworker/7:0-eve
18456 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/12:0
18465 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/14:1
18486 hutianyu  20   0 16.331g  23692  16392 S   0.0  0.1   0:00.00 code
18487 hutianyu  20   0 16.331g  21864  14640 S   0.0  0.1   0:00.01 code
18489 hutianyu  20   0 16.331g  10940   3628 S   0.0  0.0   0:00.06 code
18507 hutianyu  20   0 16.031g   2500   2220 S   0.0  0.0   0:00.30 chrome_crashpad
18572 hutianyu  20   0 16.401g  40828  30612 S   0.0  0.1   2:31.98 code
18689 hutianyu  20   0 16.653g 185112 136792 S   0.0  0.6 585:38.27 code
18740 hutianyu  20   0 28.512g 129456  61388 S   0.0  0.4  21:58.82 code
18773 hutianyu  20   0 20.699g  62692  35308 S   0.0  0.2  66:33.56 code
18801 wqf       20   0  439260   6788   5372 S   0.0  0.0   0:01.02 gvfsd-network
18947 root      20   0       0      0      0 I   0.0  0.0   0:00.72 kworker/8:1-mm_
19245 wqf       20   0  376064   6460   5360 S   0.0  0.0   0:11.26 gvfsd-dnssd
19251 root      20   0  107784   4096   3100 S   0.0  0.0   0:00.00 sshd
19256 wqf       20   0   76792   5180   3920 S   0.0  0.0   0:00.07 systemd
19257 wqf       20   0  261592   1900      0 S   0.0  0.0   0:00.00 (sd-pam)
19312 wqf       20   0  110080   3284   2272 S   0.0  0.0   0:00.87 sshd
19313 wqf       20   0   24664   4872   3024 S   0.0  0.0   0:01.64 bash
19337 wqf       20   0 3199772 540864 285052 S   0.0  1.7 235:24.36 Xtigervnc
19375 wqf       20   0  563768  13932   9900 S   0.0  0.0   0:04.56 gnome-session-b
19378 wqf       20   0   45708   2228   1832 S   0.0  0.0   0:00.00 dbus-launch
